subjID	acq	trial	stim_id	stim_pair	stim_text	mrl_prf	pos_no_con	trial_onset	read_RT	resp1_cat	resp2_cat	resp3_cat	resp1_RT	resp2_RT	resp3_RT	respAll_RT	resp1	resp2	resp3
1	1	NaN	139	033	Politicians should dress casually when going out for family dinner.	prf	poscon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	010	024	The Harry Potter books are engaging and delightful to read, even for adults.	prf	nocon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	019	076	Gazing at planets through a telescope is a satisfying activity.	prf	nocon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	112	005	Gamblers should bet with real money, as it is more exciting.	prf	poscon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	181	081	Children should not take all the Halloween candies for themselves.	mrl	poscon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	151	028	The deplorable conditions of Chinese electronics workers should not be ignored.	mrl	poscon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	108	042	While at a hot beach, it is pleasant to dip your toes in the cool water.	prf	poscon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	113	090	Children should learn how to play an instrument.	prf	poscon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	018	065	Dogs are not worth the stress and aggravation it takes to own them.	prf	nocon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	074	091	A mother should allow her children the freedom to pursue their own interests.	mrl	nocon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	131	018	Women should wear white wedding dresses.	prf	poscon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	129	026	People should have workplace fire drills in the morning.	prf	poscon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	056	001	Harry Potter should be banned from school libraries for idolizing witchcraft.	mrl	nocon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	136	029	Soccer fans should shout football chants during home games.	prf	poscon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	059	086	Good Americans buy American cars, such as Hummers.	mrl	nocon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	166	010	Teenagers who bully their classmates should be scolded.	mrl	poscon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	034	064	Teachers should visit their students' houses regularly.	prf	nocon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	089	068	In a cafe, people should clean after themselves.	mrl	nocon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	145	042	Toxic plastics should not be used in children's markers.	mrl	poscon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	024	008	Students should take classes outside their comfort zones.	prf	nocon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	167	007	A married couple should not have an affair.	mrl	poscon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	116	011	Supermarkets should sell a variety of different cereal brands.	prf	poscon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	169	087	A football referee should not help his favored team win.	mrl	poscon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	009	063	Many games are better than Monopoly, which is incredibly boring.	prf	nocon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	027	019	Parents should pack ramen for lunch on a rainy day.	prf	nocon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	013	026	Nothing is more awesome than driving in a Hummer.	prf	nocon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	093	020	Smokers should not smoke close to animals.	mrl	nocon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	171	025	Churchgoers should donate generously to the collection plate.	mrl	poscon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	137	002	Doctors should accept cash, check, or credit card for payment.	prf	poscon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	1	NaN	079	089	Runners should not bump into pedestrians in the street.	mrl	nocon	NaN	NaN	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	NaN	NaN	NaN	NaN
